Site,Latitude,Longitude,Type,biomass_1984,biomass_1985,biomass_1986,biomass_1987,biomass_1988,biomass_1989,biomass_1990,biomass_1991,biomass_1992,biomass_1993,biomass_1994,biomass_1995,biomass_1996,biomass_1997,biomass_1998,biomass_1999,biomass_2000,biomass_2001,biomass_2002,biomass_2003,biomass_2004,biomass_2005,biomass_2006,biomass_2007,biomass_2008,biomass_2009,biomass_2010,biomass_2011,biomass_2012,biomass_2013,biomass_2014,biomass_2015,biomass_2016,biomass_2017,biomass_2018,biomass_2019,biomass_2020,biomass_2021,biomass_2022,biomass_2023
Little Cumberland Island,30.9501352,-81.4212473,LS,845.6322021484375,933.8134765625,799.1166381835938,824.8084716796875,816.1197509765625,979.3203125,828.9681396484375,901.66015625,982.3984375,837.90234375,998.4632568359375,1070.6224365234375,978.0640869140625,890.8352661132812,870.6285400390625,828.2579956054688,842.63720703125,866.6932373046875,982.2650146484375,882.5808715820312,974.0882568359375,987.013671875,823.6921997070312,980.1907958984375,845.9581909179688,857.4967651367188,816.6232299804688,788.9654541015625,863.2493286132812,1015.76123046875,840.6480712890625,983.9498291015625,818.7400512695312,980.4031982421875,818.7420654296875,829.7556762695312,835.8214111328125,940.8611450195312,815.248779296875,786.9608154296875
"Fortson Pond, Jekyll Island",31.0533724,-81.414579,LS,885.1627197265625,988.7164916992188,881.0330810546875,889.2525634765625,959.0286865234375,1035.771240234375,915.8980102539062,1041.485107421875,983.2861938476562,932.2756958007812,1037.238037109375,1092.314208984375,1082.2987060546875,975.4721069335938,1020.8924560546875,933.8646240234375,862.5223999023438,1049.60986328125,909.3460083007812,905.8489990234375,1022.2411499023438,1095.2999267578125,905.5590209960938,1021.399169921875,928.606201171875,1057.380126953125,963.1591186523438,784.354248046875,949.23828125,1088.644775390625,906.1480712890625,1055.030029296875,931.3544921875,1023.1337280273438,882.690185546875,872.3106689453125,1063.3001708984375,1039.4803466796875,970.5233154296875,873.7202758789062
"DNR’s Coastal Regional Headquarters, Brunswick",31.122932,-81.4781025,LS,368.0497131347656,535.4063720703125,373.7457580566406,409.8291015625,460.56964111328125,685.8605346679688,360.9666442871094,501.81475830078125,532.3140869140625,368.55487060546875,560.5061645507812,599.54736328125,534.5916137695312,364.24530029296875,380.1905212402344,349.16424560546875,358.7975769042969,363.63409423828125,528.2158203125,372.1740417480469,545.4129638671875,546.6746215820312,348.6468505859375,529.5463256835938,361.1166076660156,540.4064331054688,353.0769348144531,350.74554443359375,358.0909423828125,568.5558471679688,365.03033447265625,562.93212890625,371.11260986328125,528.1354370117188,369.42864990234375,365.22784423828125,545.4893188476562,531.824462890625,388.30755615234375,386.0030212402344
"Beach Road Bridge, Little St. Simons Island",31.2496704,-81.2935178,LS,569.8477172851562,835.7991943359375,575.4083251953125,602.1889038085938,625.4539794921875,930.2747802734375,591.1763916015625,1063.240966796875,804.5301513671875,677.2802734375,904.1787109375,1052.970947265625,1053.005859375,660.152587890625,1008.1442260742188,938.408203125,817.8853759765625,887.6484375,960.1949462890625,697.5758056640625,891.5140991210938,1051.080078125,801.1915283203125,924.69189453125,832.83154296875,792.547607421875,792.64599609375,566.7321166992188,630.1435546875,998.2747802734375,764.715087890625,977.68359375,604.43408203125,692.834228515625,715.3319091796875,734.2733154296875,979.992919921875,988.1873779296875,739.6513671875,751.5432739257812
"Cannon’s Point Preserve, St. Simon’s Island",31.2600377,-81.3397779,LS,622.5504150390625,706.8666381835938,590.9030151367188,622.8601684570312,731.0369873046875,787.8198852539062,576.0333862304688,1047.5169677734375,704.5521850585938,646.1654663085938,786.1224975585938,816.6072998046875,809.4956665039062,658.5505981445312,665.6659545898438,628.7351684570312,597.7488403320312,562.1932373046875,688.3683471679688,662.58984375,769.8794555664062,828.5951538085938,563.9072265625,749.7138671875,546.6782836914062,655.4653930664062,588.6819458007812,547.1249389648438,569.2896118164062,835.8275756835938,608.7117919921875,729.271484375,605.4893798828125,596.2025146484375,651.2091064453125,661.0118408203125,826.2755126953125,781.8838500976562,625.7935180664062,667.4441528320312
"Mosquito Creek, Little St. Simon’s Island",31.2600784,-81.3011048,LS,634.806396484375,866.5740356445312,627.6992797851562,649.4122924804688,730.9431762695312,853.08837890625,606.2138061523438,900.5591430664062,789.837890625,653.1614990234375,832.9677734375,901.22607421875,848.51904296875,630.3928833007812,820.7394409179688,635.1302490234375,573.7544555664062,724.4165649414062,854.3212890625,671.3629760742188,793.8833618164062,865.7536010742188,583.3973388671875,827.6041870117188,671.032958984375,791.5281372070312,652.83447265625,618.56689453125,609.3119506835938,939.3775024414062,714.8700561523438,943.9254760742188,724.0324096679688,703.4874877929688,738.7998046875,731.4596557617188,969.1494750976562,918.246337890625,705.75732421875,715.641357421875
"Long Tabby, Sapelo Island",31.431955,-81.2826587,LS,869.103271484375,784.144775390625,680.0169677734375,1002.7797241210938,842.6431274414062,980.53271484375,617.9835815429688,979.0868530273438,846.714111328125,648.2858276367188,851.2825317382812,1013.782958984375,968.169677734375,669.0969848632812,1868.6141357421875,683.0343627929688,607.5274047851562,575.3406372070312,898.7935180664062,693.5587768554688,768.7246704101562,992.60205078125,556.7081298828125,968.1541137695312,571.2030639648438,615.5371704101562,618.9069213867188,508.5930480957031,614.0189819335938,984.09912109375,761.466064453125,966.0294799804688,570.44384765625,1159.30419921875,661.3168334960938,669.8017578125,927.405029296875,565.2393188476562,1333.2376708984375,1198.3551025390625
"Ashantilly, Sapelo Island",31.4355651,-81.2800035,LS,1134.3726806640625,1157.219482421875,1138.9547119140625,1134.064208984375,1057.7237548828125,1217.9095458984375,1017.0150146484375,1174.8551025390625,1140.1446533203125,1163.69189453125,1100.2412109375,1231.5274658203125,1167.9254150390625,870.1419677734375,1214.6898193359375,1026.399169921875,967.0545043945312,1012.0359497070312,1137.013916015625,1046.94970703125,1166.4375,1245.057861328125,1065.603759765625,1142.925048828125,1085.9827880859375,1116.9952392578125,1073.10400390625,870.1593627929688,917.9020385742188,1137.9188232421875,1082.2760009765625,1230.273681640625,1008.4752807617188,955.3048095703125,1136.453125,1080.6407470703125,1095.369873046875,1180.38134765625,1002.0099487304688,1136.510498046875
"Skidaway Island State Park, Skidaway Island",31.9515771,-81.0554977,LS,756.2716064453125,781.1182861328125,919.217529296875,723.5811157226562,929.0941162109375,920.7940673828125,680.7044067382812,808.896484375,863.70654296875,751.7382202148438,881.4534912109375,970.498779296875,751.8712158203125,753.0189819335938,837.1507568359375,721.4339599609375,644.4993896484375,604.9222412109375,892.0211181640625,647.4908447265625,921.8444213867188,725.0595703125,663.6522216796875,892.4644775390625,642.009765625,861.8067016601562,647.2254028320312,631.10498046875,573.0406494140625,857.917236328125,643.707275390625,907.423828125,691.3085327148438,597.5318603515625,612.939208984375,529.74755859375,690.8084716796875,645.66015625,674.5313110351562,671.1395263671875
"Burton 4-H, Tybee Island",32.0077322,-80.8513245,LS,622.9361572265625,639.6290283203125,869.1506958007812,625.2587890625,866.9793090820312,892.8946533203125,639.5753173828125,919.5017700195312,843.8302612304688,627.577392578125,874.3733520507812,1009.654296875,871.7761840820312,780.1363525390625,815.6585693359375,887.2879028320312,637.9390258789062,608.4501953125,885.8057861328125,688.8538818359375,963.2457275390625,885.1893310546875,703.6378173828125,951.5192260742188,589.7569580078125,879.5367431640625,614.7325439453125,599.4573974609375,637.7012939453125,922.1121215820312,844.6423950195312,1031.2005615234375,762.561767578125,686.9915161132812,703.5577392578125,641.18017578125,788.2186279296875,734.8208618164062,777.2470703125,769.8778076171875
Plantation Creek Site,31.122967,-81.477183,OR,349.3341064453125,502.91326904296875,354.69134521484375,393.4203796386719,404.8041687011719,528.65234375,358.3703918457031,724.2754516601562,506.0296630859375,360.6117858886719,559.755859375,630.5324096679688,544.5714721679688,366.1117248535156,404.3847961425781,356.2517395019531,351.5567626953125,350.7200012207031,543.044677734375,371.7929992675781,556.152587890625,544.000732421875,330.1228332519531,493.4233093261719,333.4144287109375,512.004150390625,351.04327392578125,330.22589111328125,354.8846435546875,592.6589965820312,387.67071533203125,545.9795532226562,392.76513671875,517.5125732421875,386.3275451660156,365.599609375,589.8397827148438,635.4383544921875,410.2776184082031,392.5809631347656
Florida Passage Site,31.83865,-81.15333333,OR,516.593505859375,596.1366577148438,724.716552734375,572.6907958984375,715.1903076171875,787.26806640625,472.3453674316406,704.951171875,658.6507568359375,514.578857421875,726.7857666015625,792.9454345703125,538.0770874023438,715.5775146484375,541.1728515625,507.26556396484375,444.76666259765625,502.7659912109375,714.761962890625,564.8908081054688,629.9295043945312,540.552001953125,405.16387939453125,750.3814697265625,468.25225830078125,704.7320556640625,457.85809326171875,426.7158203125,420.83111572265625,849.8659057617188,422.0038146972656,708.34326171875,510.5901794433594,517.1940307617188,521.7728271484375,459.0053405761719,589.8654174804688,502.3350524902344,496.143798828125,546.0823974609375
Oatland Site,32.04801667,-81.01923333,OR,477.63726806640625,432.3191223144531,584.750732421875,481.7610168457031,583.4512939453125,570.6084594726562,440.4410400390625,591.764892578125,522.362548828125,475.6041259765625,563.0855712890625,719.94140625,494.7945556640625,604.1917114257812,482.5397033691406,409.9234313964844,395.21258544921875,398.9572448730469,541.8594970703125,487.919189453125,583.1361694335938,537.3435668945312,359.8258361816406,627.1602172851562,384.88568115234375,551.4429931640625,427.2644348144531,391.5792236328125,393.04583740234375,475.6281433105469,426.5076599121094,610.6159057617188,430.73883056640625,450.9983215332031,446.943603515625,401.030517578125,612.92431640625,578.058837890625,417.45159912109375,435.169189453125
Skidaway River Site,31.9888,-81.02488333,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estuaries Area of the Altamaha River,31.32615,-81.32228333,OR,430.925048828125,429.7201843261719,343.1625671386719,364.28826904296875,431.623291015625,430.925048828125,316.2913513183594,407.39837646484375,432.9134521484375,328.3209228515625,430.925048828125,433.911376953125,409.44329833984375,326.554443359375,290.3824157714844,246.24424743652344,236.5181427001953,252.38494873046875,365.8372802734375,266.39013671875,429.18389892578125,1854.2115478515625,439.40887451171875,1592.80859375,1778.99755859375,1949.8699951171875,1817.08642578125,1776.05126953125,1456.363525390625,1972.9766845703125,1792.3553466796875,1956.1859130859375,1681.5667724609375,1945.7698974609375,1816.705078125,1448.16845703125,1974.20654296875,1940.2000732421875,1770.53466796875,1547.26416015625
Jekyll Island Boat Ramp Site,31.04165,-81.42301667,OR,452.6845703125,620.743896484375,473.53875732421875,501.2615661621094,577.328369140625,616.968994140625,453.7113952636719,535.713134765625,657.3946533203125,510.4923095703125,662.1484985351562,680.8212890625,677.6572265625,565.7203369140625,546.5090942382812,536.0344848632812,442.2769775390625,439.55352783203125,603.0718994140625,498.2662048339844,629.6244506835938,851.0299682617188,560.2974853515625,646.7288208007812,467.26031494140625,616.3561401367188,391.1474609375,342.29852294921875,483.4413146972656,691.7568359375,447.57672119140625,636.4367065429688,470.9578552246094,608.42919921875,468.8466491699219,455.10888671875,522.3959350585938,640.8472900390625,460.5458984375,531.5266723632812
Oyster Creek Site A,32.00298333,-80.91781667,OR,273.4581604003906,412.0779113769531,399.79510498046875,285.0863952636719,382.2767333984375,369.8479309082031,263.1629638671875,399.7670593261719,387.5491027832031,,485.31817626953125,437.3240661621094,293.54998779296875,299.42767333984375,278.7726745605469,236.04522705078125,225.77366638183594,226.8185272216797,370.54296875,454.04327392578125,373.8305358886719,384.12823486328125,206.391357421875,493.80023193359375,265.6177978515625,404.9057312011719,229.52371215820312,221.0730743408203,234.3314666748047,359.4996337890625,266.2593994140625,374.9725036621094,240.01904296875,264.31671142578125,245.73744201660156,248.36231994628906,255.70225524902344,262.3061828613281,281.0818786621094,257.4676818847656
Oyster Creek Site B,32.00441667,-80.91488333,OR,260.5527038574219,392.3892517089844,367.5480041503906,267.4788818359375,369.0528259277344,362.755859375,241.8470916748047,345.60986328125,349.3816223144531,294.3185119628906,434.6018371582031,400.5016174316406,286.8936767578125,267.3423767089844,237.7008514404297,210.7832794189453,225.3594970703125,222.7667694091797,370.7511901855469,218.4224395751953,379.270263671875,280.8348693847656,319.19293212890625,391.5126953125,240.9188232421875,351.3306884765625,202.80747985839844,215.07740783691406,220.7722930908203,316.82501220703125,247.9740753173828,377.0464782714844,200.2971954345703,230.03880310058594,208.09832763671875,241.93711853027344,244.7470703125,210.421142578125,202.9489288330078,211.8193359375
Oyster Creek Site C,32.00795,-80.91168333,OR,309.6251525878906,393.1334533691406,401.10107421875,339.0168151855469,333.4851379394531,381.23663330078125,258.14410400390625,484.16339111328125,325.15155029296875,,426.0791015625,461.8273620605469,318.1515808105469,286.3654479980469,290.8996887207031,234.23265075683594,228.81024169921875,210.40481567382812,370.794921875,217.22096252441406,338.07806396484375,293.8460998535156,324.6617431640625,364.8507995605469,225.44569396972656,319.0607604980469,252.77587890625,206.75457763671875,197.59457397460938,357.5120544433594,246.42433166503906,356.9458923339844,214.0799102783203,228.15367126464844,241.60299682617188,229.55221557617188,246.95252990722656,219.8115997314453,233.88510131835938,228.46307373046875
Jointer Creek Oyster Reef A,31.0808,-81.50021667,OR,279.2255859375,406.34765625,314.428955078125,348.4943542480469,379.38916015625,381.4683837890625,266.0276794433594,331.3081359863281,377.5359191894531,267.9066162109375,408.66424560546875,552.3561401367188,407.1697998046875,277.5391845703125,327.61529541015625,298.7776794433594,261.8462219238281,268.6677551269531,387.7257995605469,312.648681640625,423.4428405761719,452.1812744140625,242.7158203125,393.1401672363281,315.28143310546875,386.8254089355469,254.65017700195312,257.2008361816406,299.7789306640625,451.6108703613281,290.78619384765625,451.411376953125,304.8998107910156,409.4349670410156,294.2076416015625,272.48712158203125,427.79107666015625,395.2798156738281,298.2557373046875,323.562744140625
Jointer Creek Oyster Reef B,31.0796,-81.49396667,OR,364.4678649902344,513.061767578125,392.9949645996094,445.0101013183594,427.946044921875,497.4826965332031,375.5019836425781,462.909423828125,496.8896484375,359.947998046875,572.1517333984375,621.2518920898438,576.1610717773438,376.4071044921875,406.0981750488281,368.6077575683594,344.2633361816406,356.7642517089844,523.0317993164062,385.4942321777344,571.781005859375,588.0552368164062,326.8772888183594,528.9082641601562,401.1715393066406,530.3882446289062,354.6827697753906,333.8665466308594,388.6181640625,586.6084594726562,392.1081848144531,553.93505859375,389.4219665527344,552.5679321289062,383.2040100097656,348.1556701660156,585.5211181640625,551.3933715820312,374.0417175292969,399.1025390625
Jointer Creek Oyster Reef C,31.08058333,-81.49078333,OR,369.4825134277344,495.5430908203125,388.7386169433594,465.9123840332031,394.3179626464844,442.123291015625,380.8373107910156,571.8220825195312,448.9466247558594,357.3414306640625,528.4989624023438,638.0806274414062,527.2315673828125,346.2569580078125,406.4560546875,373.8312072753906,313.7235107421875,342.9742126464844,467.0259094238281,361.7476806640625,524.2908325195312,537.6795654296875,302.7482604980469,596.5154418945312,373.8307800292969,489.9306335449219,300.7857971191406,295.5084228515625,332.38275146484375,553.6887817382812,358.7660217285156,494.3580627441406,344.5364685058594,472.7354736328125,335.75152587890625,337.796142578125,548.355224609375,514.1517944335938,340.539306640625,351.8479919433594
Jointer Creek Oyster Reef D,31.0704,-81.47005,OR,456.6990661621094,596.7575073242188,447.4606018066406,502.396484375,458.6733703613281,558.3399658203125,423.3362731933594,699.9959716796875,579.4846801757812,438.80072021484375,699.5740966796875,747.2293090820312,611.6019287109375,444.1773986816406,600.2540283203125,422.28509521484375,399.6258850097656,414.5510559082031,603.8998413085938,421.2560729980469,687.1051635742188,659.2987060546875,301.3935852050781,555.8206787109375,402.3936462402344,704.5575561523438,384.1636047363281,318.5579833984375,374.87005615234375,718.5540161132812,544.5587768554688,923.1859130859375,459.05865478515625,563.8489379882812,797.129150390625,440.1886291503906,593.9799194335938,682.2708129882812,414.8600769042969,916.8236694335938
Turtle A,31.12626667,-81.47906667,OR,639.5856323242188,870.0551147460938,675.025390625,663.7847290039062,683.5458984375,816.8424072265625,643.9697265625,1343.666748046875,874.8240966796875,698.584716796875,896.5474243164062,967.3419189453125,873.1503295898438,650.73046875,708.1298828125,677.517578125,667.640869140625,673.1038208007812,841.276611328125,674.6510009765625,825.1116333007812,899.8177490234375,598.2553100585938,821.5096435546875,626.7498168945312,882.0389404296875,657.1962280273438,593.8796997070312,585.1412353515625,850.5482788085938,682.1050415039062,985.596435546875,724.5531616210938,825.7711791992188,747.4610595703125,673.2322998046875,996.2164916992188,979.9004516601562,739.0230102539062,784.7315673828125
Turtle B,31.1941,-81.53143333,OR,381.3404235839844,491.6798400878906,388.7392883300781,440.0604553222656,534.3378295898438,534.1803588867188,380.3680725097656,507.9945373535156,489.7381591796875,374.5930480957031,566.9767456054688,658.2543334960938,404.8642883300781,395.6094665527344,393.0126037597656,386.3609924316406,352.0496520996094,369.9287109375,507.3544921875,345.8808288574219,559.3628540039062,558.8729858398438,293.1317443847656,499.2550964355469,331.8693542480469,468.0452575683594,343.3436584472656,302.2582702636719,316.16534423828125,793.05810546875,364.3509216308594,547.4545288085938,345.0978698730469,483.6732482910156,371.5464782714844,326.0,629.3126220703125,524.63720703125,463.6790466308594,390.193115234375
Turtle C,31.19638333,-81.53795,OR,488.741455078125,732.9298095703125,478.4288024902344,542.2122802734375,634.8889770507812,654.179931640625,530.6328735351562,604.0130615234375,691.850830078125,493.91644287109375,669.8170776367188,759.3956909179688,498.495849609375,432.9632263183594,490.64886474609375,508.1653747558594,426.9466247558594,528.5101318359375,708.134765625,494.6222229003906,673.66845703125,685.1940307617188,406.74432373046875,747.6632690429688,409.4627685546875,618.9257202148438,455.2652282714844,408.3995666503906,551.601318359375,607.8969116210938,427.6441955566406,656.7884521484375,425.3074645996094,649.9454345703125,427.86279296875,493.4840393066406,772.0560302734375,615.5799560546875,417.0967712402344,502.390380859375
Turtle D,31.18371667,-81.53013333,OR,425.4161071777344,589.0814208984375,437.8897399902344,476.4033203125,563.5100708007812,600.4581298828125,405.737060546875,506.42041015625,570.9239501953125,375.5389099121094,657.5482177734375,621.1912841796875,496.050537109375,433.7622985839844,467.53497314453125,416.53900146484375,391.45806884765625,428.404296875,602.3035888671875,458.9862365722656,636.5653076171875,587.1875,347.7972106933594,586.5693359375,428.4765625,564.0988159179688,396.537109375,344.1724548339844,402.1826171875,596.3082275390625,357.85357666015625,618.787109375,392.4611511230469,427.8275451660156,801.8621215820312,405.36083984375,742.6232299804688,539.3335571289062,393.4567565917969,425.91729736328125
Turtle E,31.13126667,-81.46218333,OR,377.2117614746094,517.11376953125,355.6842956542969,386.09027099609375,350.69000244140625,507.92437744140625,338.2760314941406,406.09124755859375,492.2952575683594,348.0932312011719,547.1200561523438,629.7431030273438,555.7783813476562,368.4213562011719,398.86578369140625,318.7966613769531,311.6090393066406,330.06292724609375,528.4328002929688,341.0885314941406,520.7589111328125,520.0169067382812,286.0313415527344,485.9366149902344,305.4793395996094,451.5910339355469,316.2548522949219,284.2629699707031,303.9245910644531,496.54302978515625,361.4308776855469,604.16845703125,343.34613037109375,327.0392761230469,346.40435791015625,360.1725158691406,622.6502075195312,527.8304443359375,382.6652526855469,405.1335144042969
Bellville Boat Ramp Site,31.53118333,-81.35853333,OR,722.9080810546875,924.2455444335938,726.9281616210938,743.5930786132812,920.427490234375,913.5394897460938,719.859619140625,1038.3291015625,919.6653442382812,701.8580322265625,934.5083618164062,1006.5897216796875,941.7219848632812,713.4464111328125,716.94775390625,704.1346435546875,711.7921142578125,692.1279296875,916.8023071289062,705.3928833007812,978.0859375,985.5171508789062,691.3485717773438,920.1499633789062,697.076904296875,711.9688720703125,708.3828735351562,695.3321533203125,689.4765014648438,957.1156616210938,701.7183227539062,716.2622680664062,692.7880859375,921.1607055664062,712.455810546875,693.3156127929688,973.6022338867188,967.836669921875,724.407958984375,730.6918334960938
Overlook Park Site,31.15156667,-81.47685,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jekyll TLP,31.0876148,-81.4337705,TLP,255.69642639160156,384.5057678222656,268.4786376953125,327.3704833984375,305.57623291015625,402.3763427734375,256.4715881347656,311.9637145996094,367.059814453125,253.62689208984375,398.8128967285156,409.39501953125,476.194580078125,296.32464599609375,316.37286376953125,224.7115478515625,247.96279907226562,255.41696166992188,386.77935791015625,293.5204772949219,392.42926025390625,376.06536865234375,230.9653778076172,366.5799255371094,294.580810546875,403.1124267578125,235.04306030273438,229.86627197265625,273.807861328125,597.3133544921875,236.85350036621094,389.131591796875,244.88494873046875,393.5236511230469,250.71119689941406,260.0594787597656,394.95855712890625,393.68243408203125,275.10626220703125,292.630615234375
